"geneId","geneIdNCBI","simplifiedId","simplifiedResistance","geneLength"
363,"WP_087587944.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",295
364,"WP_087587943.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",290
365,"WP_087587942.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",295
366,"WP_087587941.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",290
367,"WP_087587940.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",290
368,"WP_087587939.1",364,"MULTISPECIES: OXA-548 family class D beta-lactamase OXA-552",290
369,"WP_087587938.1",371,"class A beta-lactamase ARL-1",282
370,"WP_087587937.1",371,"class A beta-lactamase ARL-1",282
371,"WP_087587936.1",371,"class A beta-lactamase ARL-1",282
372,"WP_087587935.1",371,"class A beta-lactamase ARL-1",282
373,"WP_087587934.1",371,"class A beta-lactamase ARL-1",282
374,"WP_087587932.1",374,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(47)",246
375,"WP_087587931.1",375,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(46)",270
376,"WP_085843691.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
377,"WP_085562421.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
378,"WP_085562420.1",43,"class C beta-lactamase CMY-163",381
379,"WP_085562419.1",1411,"class A beta-lactamase GES-30",287
380,"WP_085562418.1",2137,"MULTISPECIES: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417",273
381,"WP_085562417.1",2137,"MULTISPECIES: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417",273
382,"WP_085562416.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
383,"WP_085562415.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
384,"WP_085562414.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
385,"WP_085562413.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
386,"WP_085562412.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
387,"WP_085562411.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
388,"WP_085562410.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
389,"WP_085562409.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
390,"WP_085562408.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
391,"WP_085562407.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
392,"WP_085562406.1",914,"class A beta-lactamase TEM-219",286
393,"WP_085562405.1",393,"carbapenem-hydrolyzing class A beta-lactamase IMI-5",292
394,"WP_085562404.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
395,"WP_085562403.1",301,"OXA-48 family class D beta-lactamase OXA-519",265
396,"WP_085562402.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
397,"WP_085562401.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
398,"WP_085562400.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
399,"WP_085562399.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
400,"WP_085562398.1",914,"class A beta-lactamase TEM-219",286
401,"WP_085562397.1",330,"carbapenem-hydrolyzing class A beta-lactamase FRI-2",294
402,"WP_085562396.1",43,"class C beta-lactamase CMY-163",381
403,"WP_085562395.1",43,"class C beta-lactamase CMY-163",381
404,"WP_085562394.1",60,"class C beta-lactamase PDC-300",397
405,"WP_085562393.1",60,"class C beta-lactamase PDC-300",397
406,"WP_085562392.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
407,"WP_085562391.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
408,"WP_085562390.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
409,"WP_085562389.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
410,"WP_085562388.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
411,"WP_085562387.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
412,"WP_085562386.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
413,"WP_085562385.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
414,"WP_085562384.1",301,"OXA-48 family class D beta-lactamase OXA-519",263
415,"WP_085562382.1",2943,"MULTISPECIES: fosfomycin resistance bacillithiol transferase FosB1",139
416,"WP_085562381.1",2943,"MULTISPECIES: fosfomycin resistance bacillithiol transferase FosB1",139
417,"WP_085562380.1",43,"class C beta-lactamase CMY-163",381
418,"WP_085334908.1",418,"aminoglycoside N-acetyltransferase AAC(6')-Id",149
419,"WP_081666691.1",195,"class C beta-lactamase LHK-5",388
420,"WP_081048762.1",420,"subclass B1 metallo-beta-lactamase MYO-1",266
421,"WP_080699425.1",914,"class A beta-lactamase TEM-219",286
422,"WP_078318620.1",232,"class A beta-lactamase ROB-5",307
423,"WP_078254299.1",423,"phosphoethanolamine--lipid A transferase MCR-2.2",538
424,"WP_078207746.1",2072,"MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrE1",214
425,"WP_077767294.1",1448,"class C beta-lactamase DHA-21",379
426,"WP_077767293.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
427,"WP_077767292.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
428,"WP_077767291.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
429,"WP_077767290.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
430,"WP_077767289.1",43,"class C beta-lactamase CMY-163",381
431,"WP_077248208.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
432,"WP_077248207.1",60,"class C beta-lactamase PDC-300",397
433,"WP_077248206.1",60,"class C beta-lactamase PDC-300",397
434,"WP_077064890.1",434,"subclass B1 metallo-beta-lactamase NDM-18",275
435,"WP_077064889.1",914,"class A beta-lactamase TEM-219",286
436,"WP_077064888.1",2090,"subclass B1 metallo-beta-lactamase VIM-29",266
437,"WP_077064887.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
438,"WP_077064886.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
439,"WP_077064885.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
440,"WP_076611062.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
441,"WP_076611061.1",391,"phosphoethanolamine--lipid A transferase MCR-1.8",541
442,"WP_076611060.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
443,"WP_075985686.1",914,"class A beta-lactamase TEM-219",286
444,"WP_075985685.1",914,"class A beta-lactamase TEM-219",286
445,"WP_075985684.1",43,"class C beta-lactamase CMY-163",381
446,"WP_075985683.1",43,"class C beta-lactamase CMY-163",381
447,"WP_075606311.1",232,"class A beta-lactamase ROB-5",307
448,"WP_075226241.1",448,"penicillin-hydrolyzing class A beta-lactamase PSV-1",295
449,"WP_073800284.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
450,"WP_073669325.1",60,"class C beta-lactamase PDC-300",397
451,"WP_073668892.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
452,"WP_073647245.1",60,"class C beta-lactamase PDC-300",397
453,"WP_072678505.1",453,"MULTISPECIES: class D beta-lactamase OXA-669",266
454,"WP_072310976.1",20,"phosphoethanolamine--lipid A transferase MCR-8.1",565
455,"WP_072186106.1",455,"class A broad-spectrum beta-lactamase RUB-1",284
456,"WP_072081993.1",280,"class A beta-lactamase SHV-200",286
457,"WP_072081992.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",291
458,"WP_072081991.1",458,"bleomycin binding protein BLMA",122
459,"WP_071846388.1",3952,"trimethoprim-resistant dihydrofolate reductase DfrA5",157
460,"WP_071846387.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
461,"WP_071846386.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
462,"WP_071846384.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
463,"WP_071846383.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
464,"WP_071846382.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
465,"WP_071846376.1",2679,"AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43",187
466,"WP_071846375.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
467,"WP_071846374.1",4275,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-IIa",184
468,"WP_071846372.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
469,"WP_071846371.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
470,"WP_071846370.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
471,"WP_071846369.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
472,"WP_071846368.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
473,"WP_071846367.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
474,"WP_071846366.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
475,"WP_071846364.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
476,"WP_071846363.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
477,"WP_071846359.1",477,"AAC(3)-I family aminoglycoside 3-N-acetyltransferase",154
478,"WP_071846358.1",3281,"MULTISPECIES: PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2",288
479,"WP_071846354.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
480,"WP_071846353.1",480,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
481,"WP_071846352.1",3163,"aminoglycoside 6'-N-acetyltransferase",160
482,"WP_071846350.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
483,"WP_071846349.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
484,"WP_071846347.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
485,"WP_071846341.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
486,"WP_071846338.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
487,"WP_071846337.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
488,"WP_071846336.1",4314,"MULTISPECIES: EreA family erythromycin esterase",406
489,"WP_071846335.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
490,"WP_071846334.1",490,"aminoglycoside 6'-N-acetyltransferase",184
491,"WP_071846333.1",2092,"aminoglycoside 6'-N-acetyltransferase",146
492,"WP_071846331.1",512,"quaternary ammonium compound efflux SMR transporter QacF",110
493,"WP_071846329.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
494,"WP_071846318.1",4328,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Il",152
495,"WP_071846317.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
496,"WP_071846316.1",1957,"trimethoprim-resistant dihydrofolate reductase DfrB4",78
497,"WP_071846315.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
498,"WP_071846314.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
499,"WP_071846313.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
500,"WP_071846312.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
501,"WP_071846311.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
502,"WP_071846310.1",2896,"aminoglycoside N-acetyltransferase AAC(6')-Iz",153
503,"WP_071846307.1",503,"bifunctional putative esterase EstX/streptothricin N-acetyltransferase Sat1",501
504,"WP_071846306.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
505,"WP_071846302.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
506,"WP_071846301.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
507,"WP_071846298.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",281
508,"WP_071846297.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",281
509,"WP_071846296.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
510,"WP_071846295.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
511,"WP_071846293.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
512,"WP_071846292.1",512,"quaternary ammonium compound efflux SMR transporter QacF",110
513,"WP_071846291.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
514,"WP_071846288.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
515,"WP_071846287.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
516,"WP_071846286.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
517,"WP_071846285.1",517,"lincosamide nucleotidyltransferase Lnu(F)",273
518,"WP_071846284.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
519,"WP_071846282.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
520,"WP_071846281.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
521,"WP_071846280.1",563,"NAD(+)--rifampin ADP-ribosyltransferase Arr-3",150
522,"WP_071846279.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
523,"WP_071846278.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
524,"WP_071846276.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
525,"WP_071846274.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
526,"WP_071846273.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
527,"WP_071846258.1",1886,"MULTISPECIES: multidrug efflux SMR transporter Smr",105
528,"WP_071846257.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
529,"WP_071846256.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
530,"WP_071846255.1",530,"aminoglycoside 6'-N-acetyltransferase AacA34",146
531,"WP_071846254.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",185
532,"WP_071846253.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
533,"WP_071846252.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
534,"WP_071846251.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
535,"WP_071846250.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
536,"WP_071846249.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
537,"WP_071846248.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
538,"WP_071846247.1",573,"trimethoprim-resistant dihydrofolate reductase DfrA17",157
539,"WP_071846246.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
540,"WP_071846243.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
541,"WP_071846242.1",3959,"trimethoprim-resistant dihydrofolate reductase DfrA22",165
542,"WP_071846241.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
543,"WP_071846240.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
544,"WP_071846239.1",544,"MULTISPECIES: aminoglycoside 6'-N-acetyltransferase",184
545,"WP_071846227.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
546,"WP_071846226.1",546,"MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacG2",110
547,"WP_071846223.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
548,"WP_071846222.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
549,"WP_071846220.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
550,"WP_071846218.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
551,"WP_071846217.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
552,"WP_071846216.1",2038,"aminoglycoside N-acetyltransferase AAC(6')-It",146
553,"WP_071846215.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
554,"WP_071846213.1",554,"aminoglycoside 6'-N-acetyltransferase",184
555,"WP_071846212.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
556,"WP_071846210.1",4314,"MULTISPECIES: EreA family erythromycin esterase",406
557,"WP_071846209.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
558,"WP_071846208.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
559,"WP_071846207.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
560,"WP_071846206.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
561,"WP_071846204.1",561,"MULTISPECIES: aminoglycoside 6'-N-acetyltransferase",184
562,"WP_071846203.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
563,"WP_071846202.1",563,"NAD(+)--rifampin ADP-ribosyltransferase Arr-3",150
564,"WP_071846201.1",3952,"trimethoprim-resistant dihydrofolate reductase DfrA5",157
565,"WP_071846199.1",573,"trimethoprim-resistant dihydrofolate reductase DfrA17",157
566,"WP_071846198.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
567,"WP_071846197.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
568,"WP_071846196.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
569,"WP_071846195.1",573,"trimethoprim-resistant dihydrofolate reductase DfrA17",157
570,"WP_071846194.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",279
571,"WP_071846193.1",573,"trimethoprim-resistant dihydrofolate reductase DfrA17",157
572,"WP_071846192.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
573,"WP_071846191.1",573,"trimethoprim-resistant dihydrofolate reductase DfrA17",157
574,"WP_071846189.1",4275,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-IIa",184
575,"WP_071846187.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",262
576,"WP_071846186.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
